key,term
1002374,FISHERY RESOURCES
1007001,WHALING
1007115,YOUTH SERVICES
1005981,SOCIAL SAFETY NETS
1005975,SOCIAL PLANNING
1007114,YOUTH POLICY
1000904,CHARITIES
1005988,SOCIAL SERVICES
1005985,SOCIAL SECURITY
1000544,BASIC NEEDS
1002508,FOSTER HOME CARE
1001038,CLUBS
1000545,BASIC SERVICES
1003342,INTERNATIONAL VOLUNTARY SERVICES
1002257,FAMILY WELFARE
1005996,SOCIAL WORK
1005065,POVERTY MITIGATION
1002233,FAMILY ALLOWANCES
1000068,ADOPTION
1000938,CHILD NEEDS
1002023,ENDOWMENTS
1005995,SOCIAL WELFARE
1004530,NURSING HOMES
1000949,CHILD WELFARE
1001344,COUNSELLING
1005976,SOCIAL POLICY
1003086,INCOME MAINTENANCE
1001513,DAY CARE SERVICES
1005987,SOCIAL SECURITY LEGISLATION
1000929,CHILD CARE
1004610,OLD AGE BENEFITS
1003984,MATERNAL WELFARE
1006907,VOLUNTARY SERVICE
1000830,CAREGIVERS
1005997,SOCIAL WORK ADMINISTRATION
1005269,PUBLIC WELFARE
1004794,PENSION SCHEMES
1001120,COMMON SERVICES
1000726,BUILDINGS MANAGEMENT
1000722,BUILDING SECURITY
1003796,LOCATION OF OFFICES
1000048,ADMINISTRATION
1002923,HOSPITALITY
1005620,RULES AND REGULATIONS
1001286,CONTRACTUAL SERVICES
1006161,STAFFING
1002192,EXPORT CREDITS
1002197,EXPORT FINANCING
1003066,IMPORT CREDITS
1006588,TRADE FINANCING
1000496,BALANCE OF PAYMENTS
1002191,EXPORT CREDIT INSURANCE
1000498,BALANCE OF PAYMENTS PROJECTIONS
1000497,BALANCE OF PAYMENTS ADJUSTMENT
1002196,EXPORT EARNINGS
1002201,EXPORT PRICES
1001165,COMPENSATORY FINANCING
1006244,STUDENT REFUGEES
1003857,MALIAN REFUGEES
1000235,ALGERIAN REFUGEES
1006540,TOGOLESE REFUGEES
1006186,STATELESSNESS
1005653,RWANDAN REFUGEES
1005609,ROMANIAN REFUGEES
1003794,LOCAL SETTLEMENT
1000884,CENTRAL AMERICAN REFUGEES
1001418,CUBAN REFUGEES
1001706,DISPLACED PERSONS
1005423,REFUGEES IN TRANSIT
1005414,REFUGEE PROTECTION
1007100,YEMENI REFUGEES
1002110,ERITREAN REFUGEES
1003391,INVOLUNTARY REPATRIATION
1002252,FAMILY REUNIFICATION
1005415,REFUGEE REGISTRATION
1003447,IVORIAN REFUGEES
1004306,NAMIBIAN REFUGEES
1005407,REFUGEE-RECEIVING COUNTRIES
1000739,BURUNDIAN REFUGEES
1005412,REFUGEE PLACEMENT
1003405,IRAQI REFUGEES
1003625,LAO REFUGEES
1000434,ASYLUM SEEKERS
1000965,CHINESE REFUGEES
1000481,AZERBAIJANI REFUGEES
1003185,INFLUX
1002130,ETHIOPIAN REFUGEES
1002784,GUATEMALAN REFUGEES
1000899,CHADIAN REFUGEES
1004264,MOZAMBICAN REFUGEES
1003000,HUNGARIAN REFUGEES
1004406,NICARAGUAN REFUGEES
1006877,VIETNAMESE REFUGEES
1006062,SOUTH AFRICAN REFUGEES
1002810,HAITIAN REFUGEES
1005509,RESETTLEMENT POLICY
1001399,CROATIAN REFUGEES
1006760,UGANDAN REFUGEES
1005418,REFUGEES
1006047,SOMALI REFUGEES
1005891,SIERRA LEONEAN REFUGEES
1000943,CHILD REFUGEES
1005422,REFUGEES FROM TIMOR-LESTE
1006218,STOWAWAYS
1000781,CAMBODIAN REFUGEES
1006073,SOUTHERN AFRICAN REFUGEES
1005413,REFUGEE PROCESSING CENTRES
1005419,REFUGEES FROM BOSNIA AND HERZEGOVINA
1000095,AFGHAN REFUGEES
1003970,MASS EXODUSES
1002156,EVACUATION
1006505,TIBETAN REFUGEES
1004299,MYANMAR REFUGEES
1005685,SALVADORIAN REFUGEES
1002180,EXILES
1000285,ANGOLAN REFUGEES
1000880,CENTRAL AFRICAN REFUGEES
1000102,AFRICAN REFUGEES
1004701,PALESTINE REFUGEES
1005409,REFUGEE CAMPS
1005408,REFUGEE ASSISTANCE
1003111,INDO-CHINESE REFUGEES
1005421,REFUGEES FROM THE DEMOCRATIC REPUBLIC OF THE CONGO
1006999,WESTERN SAHARAN REFUGEES
1006467,TERRITORIAL ASYLUM
1006273,SUDANESE REFUGEES
1005420,REFUGEES FROM KOSOVO
1002454,FORCED MIGRATION
1005508,RESETTLEMENT
1007127,ZIMBABWEAN REFUGEES
1005411,REFUGEE PASSPORTS
1003709,LIBERIAN REFUGEES
1005416,REFUGEE SEAFARERS
1007048,WOMEN REFUGEES
1006926,WAR VICTIMS
1005483,REPATRIATION
1006357,TAJIK REFUGEES
1005223,PROTRACTED REFUGEE SITUATIONS
1003994,MAURITANIAN REFUGEES
1000584,BHUTANESE REFUGEES
1002662,GEORGIAN REFUGEES
1001899,EDUCATIONAL COSTS
1001906,EDUCATIONAL INDICATORS
1003052,ILLITERACY
1001921,EDUCATIONAL REFORM
1003770,LITERACY
1005722,SCHOLARSHIPS
1001901,EDUCATIONAL EXCHANGES
1001904,EDUCATIONAL FINANCING
1003659,LEARNED SOCIETIES
1006624,TRAINING AND RESEARCH INSTITUTIONS
1001900,EDUCATIONAL DEVELOPMENT
1001924,EDUCATIONAL STATISTICS
1001897,EDUCATIONAL ASPECTS
1006407,TEACHING
1001916,EDUCATIONAL POLICY
1007031,WOMEN'S EDUCATION
1000037,ACHIEVEMENT MOTIVATION
1001898,EDUCATIONAL ASSISTANCE
1001922,EDUCATIONAL RESEARCH
1001912,EDUCATIONAL MANAGEMENT
1001896,EDUCATIONAL ADMINISTRATION
1001918,EDUCATIONAL PSYCHOLOGY
1001919,EDUCATIONAL QUALITY
1001925,EDUCATIONAL SURVEYS
1001907,EDUCATIONAL INFORMATION
1001913,EDUCATIONAL NEEDS
1001917,EDUCATIONAL PROGRAMMES
1001909,EDUCATIONAL INSTITUTIONS
1001914,EDUCATIONAL PHILOSOPHY
1001170,COMPETITIVE EXAMINATIONS
1001915,EDUCATIONAL PLANNING
1003352,INTERNSHIP PROGRAMMES
1005753,SCIENTIFIC SOCIETIES
1002283,FELLOWSHIPS
1001908,EDUCATIONAL INNOVATIONS
1005498,RESEARCH
1006248,STUDY TOURS
1003244,INTELLECTUAL COOPERATION
1000015,ACADEMIC ACHIEVEMENT
1004187,MNEMONICS
1001893,EDUCATION
1001911,EDUCATIONAL LEGISLATION
1001923,EDUCATIONAL SOCIOLOGY
1001769,DROUGHT
1001807,EARLY WARNING SYSTEMS
1006758,TYPHOONS
1001814,EARTHQUAKE ZONES
1005458,RELIEF TRANSPORT
1002070,ENVIRONMENTAL EMERGENCIES
1001988,EMERGENCY EQUIPMENT
1001995,EMERGENCY SHELTER
1001695,DISASTER RELIEF
1001771,DROUGHT-STRICKEN AREAS
1001991,EMERGENCY OPERATIONS CENTRES
1000471,AVALANCHES
1004334,NATURAL DISASTERS
1002352,FIRE PREVENTION
1001990,EMERGENCY MEDICAL SERVICES
1003750,LIGHTNING
1003005,HURRICANES
1002350,FIRE CONTROL
1001691,DISASTER-PRONE AREAS
1005456,RELIEF CORRIDORS
1001993,EMERGENCY PROCEDURES
1003611,LANDSLIDES
1001772,DROUGHT CONTROL
1002395,FLOODS
1002355,FIRES
1004605,OIL SPILLS
1006905,VOLCANIC ERUPTIONS
1001693,DISASTER PREPAREDNESS
c_a803f57b,DISASTER LOSS
1002392,FLOOD CONTROL
1002353,FIRE SAFETY REQUIREMENTS
1001813,EARTHQUAKE PREDICTION
1001994,EMERGENCY RELIEF
1006729,TSUNAMIS
1003864,HUMAN-MADE DISASTERS
1001770,DROUGHT-PRONE AREAS
1001696,DISASTER VICTIMS
1001692,DISASTER INSURANCE
1005457,RELIEF PERSONNEL
1001815,EARTHQUAKES
1001694,DISASTER PREVENTION
1005347,RADIOGRAPHY
1002928,HOT LABORATORIES
1004489,NUCLEAR FISSION
1005345,RADIOCHEMISTRY
1003438,ISOTOPES
1005314,RADIATION
1003437,ISOTOPE SEPARATION
1004501,NUCLEAR PHYSICS
1002052,ENRICHED URANIUM
1006767,ULTRAVIOLET RADIATION
1004745,PARTICLE ACCELERATORS
1004515,NUCLEAR TECHNOLOGY
1000689,BREEDER REACTORS
1005342,RADIOACTIVITY
1005316,RADIATION DOSIMETRY
1003415,IRRADIATION
1003396,IONIZING RADIATION
1005348,RADIOISOTOPES
1005346,RADIOECOLOGY
1002381,FISSIONABLE MATERIALS
1004778,PEACEFUL NUCLEAR EXPLOSIONS
1003395,IONIZATION
1000442,ATOMS
1004508,NUCLEAR RESEARCH
1004495,NUCLEAR FUSION
1001539,DECOMMISSIONING OF NUCLEAR FACILITIES
1005339,RADIOACTIVE TRACERS
1004506,NUCLEAR REACTIONS
1004498,NUCLEAR MATERIALS
1002587,GAMMA RADIATION
1006037,SOLAR RADIATION
1002269,FAST REACTORS
1005338,RADIOACTIVE MATERIALS
1004511,NUCLEAR SCIENCE
1004036,MEMORIALS
1005245,PUBLIC DOMAIN
1002893,HISTORIC SITES AND MONUMENTS
1001179,COMPULSORY LICENCES
1004886,PHOTOCOPYING
1004368,NEIGHBOURING RIGHTS
1002895,HISTORICAL MARKERS
1000406,ARTISTIC CREATION
1003292,INTERNATIONAL COPYRIGHT
1001438,CULTURAL PROPERTY
1001439,CULTURAL PROPERTY PRESERVATION
1005615,ROYALTIES
1003245,INTELLECTUAL PROPERTY
1001441,CULTURAL PROPERTY RESTITUTION
1004754,PATENT EXAMINATION
1001597,DESIGN PROTECTION
1003772,LITERARY AND ARTISTIC PROPERTY
1001305,COPYING PROCESSES
1001440,CULTURAL PROPERTY PROTECTION
1004211,MONETARY RESERVES
1000516,BANK NOTES
1002704,GOLD RESERVES
1000993,CIRCULAR VELOCITY OF MONEY
1003768,LIQUIDITY
1006847,VALUATION
1002538,FRENCH FRANC AREA
1001451,CURRENCY INSTABILITY
1000416,ASIAN DOLLAR MARKET
1003323,INTERNATIONAL MONETARY SYSTEM
1003320,INTERNATIONAL LIQUIDITY
1004213,MONETARY UNIONS
1005905,SILVER
1002460,FOREIGN EXCHANGE CONTROL
1001609,DEVALUATION
1002706,GOLD STANDARD
1002506,FORWARD EXCHANGE MARKETS
1002703,GOLD PRICES
1005506,RESERVE CURRENCIES
1004845,PETRODOLLARS
1004216,MONEY SUPPLY
1004209,MONETARY ANALYSIS
1006204,STERLING AREA
1002705,GOLD SALES
1002459,FOREIGN EXCHANGE AGREEMENTS
1004212,MONETARY SYSTEMS
1004210,MONETARY POLICY
1002458,FOREIGN EXCHANGE
1002462,FOREIGN EXCHANGE MARKETS
1002463,FOREIGN EXCHANGE RATES
1001449,CURRENCY
1002147,EUROCURRENCY MARKET
1006118,SPECIAL DRAWING RIGHTS
1002700,GOLD MARKETS
1002699,GOLD
1001739,DOLLAR
1003322,INTERNATIONAL MONETARY SITUATION
1000896,CFA FRANC ZONE
1004437,NON-CONVERTIBLE CURRENCIES
1001793,DUAL EXCHANGE MARKETS
1002461,FOREIGN EXCHANGE MARGINS
1006143,SPOT EXCHANGE TRANSACTIONS
1004277,MULTIPLE CURRENCY PRACTICES
1002148,EURODOLLARS
1002390,FLOATING EXCHANGE RATES
1001075,COINAGE
1001450,CURRENCY CONVERTIBILITY
1001452,CURRENCY REALIGNMENTS
1001699,DISCRIMINATORY CURRENCY PRACTICES
1004215,MONEY
1002142,EURO
1001888,ECU
1005390,RECOMMENDATIONS
1005108,PRINCIPLES
1005512,RESOLUTIONS AND DECISIONS
1005175,PROGRAMMES OF ACTION
1002790,GUIDELINES
1005739,SCIENCE AND TECHNOLOGY STATISTICS
1004879,PHILOSOPHY OF SCIENCE
1003528,KNOW-HOW
1003745,LIGHT-BASED TECHNOLOGIES
1006429,TECHNOLOGY
1006425,TECHNOLOGICAL CHANGE
1005499,RESEARCH AND DEVELOPMENT
1005005,POLLUTION CONTROL TECHNOLOGY
1005748,SCIENTIFIC INSTITUTIONS
1005747,SCIENTIFIC FACILITIES
1004392,NEW TECHNOLOGIES
1005752,SCIENTIFIC RESEARCH
1000346,APPROPRIATE TECHNOLOGY
1006431,TECHNOLOGY TRANSFER
1005744,SCIENTIFIC DISCOVERIES
1005731,SCIENCE AND TECHNOLOGY
1003173,INDUSTRIAL TECHNOLOGY
1001792,DUAL-USE TECHNOLOGY
1005746,SCIENTIFIC EXPEDITIONS
1006412,TECHNICAL ASPECTS
1004308,NANOTECHNOLOGY
1006426,TECHNOLOGICAL INNOVATIONS
1005745,SCIENTIFIC EXCHANGES
1005738,SCIENCE AND TECHNOLOGY POLICY
1005741,SCIENTIFIC AND TECHNICAL INFORMATION
1002093,ENVIRONMENTALLY SOUND TECHNOLOGY
1003546,LABORATORIES
1005735,SCIENCE AND TECHNOLOGY INDICATORS
1000843,CASE STUDIES
1001650,DIFFUSION OF INNOVATIONS
1005742,SCIENTIFIC APPARATUS AND INSTRUMENTS
1005737,SCIENCE AND TECHNOLOGY PLANNING
1006614,TRADITIONAL TECHNOLOGY
1002576,FUTURE STUDIES
1005736,SCIENCE AND TECHNOLOGY OBJECTIVES
1001022,CLASSIFICATION SYSTEMS
1000972,CHOICE OF TECHNOLOGY
1002047,ENGINEERING RESEARCH
1001961,ELECTRON MICROSCOPY
1005502,RESEARCH GRANTS
1005733,SCIENCE AND TECHNOLOGY FINANCING
1005732,SCIENCE AND TECHNOLOGY CAPABILITY
1002042,ENGINEERING
1006430,TECHNOLOGY ASSESSMENT
1006427,TECHNOLOGICAL TRENDS
1005734,SCIENCE AND TECHNOLOGY FORECASTING
1005730,SCIENCE
1006480,TESTING
1003549,LABOUR-SAVING TECHNOLOGY
1005500,RESEARCH AND DEVELOPMENT CONTRACTS
1005743,SCIENTIFIC COOPERATION
1005936,SMALL-SCALE MAPPING
1000080,AERIAL PHOTOGRAMMETRY
1002632,GEOCODING
1004888,PHOTOGRAMMETRY
1003898,MAP PROJECTIONS
1006556,TOPOGRAPHIC SURVEYING
1002641,GEOGRAPHICAL NAMES
1006313,SURVEYING INSTRUMENTS
1003899,MAP REVISION
1006554,TOPOGRAPHIC MAPPING
1000768,CADASTRAL SURVEYS
1002181,EXONYMS
1007086,WORLD MAPS
1002633,GEODESY
1001191,COMPUTER MAPPING
1004670,ORTHOPHOTOGRAPHY
1000842,CARTOGRAPHY
1003054,IMAGE ANALYSIS
1000769,CADASTRES
1003900,MAPS
1006555,TOPOGRAPHIC MAPS
1000767,CADASTRAL MAPS
1000082,AERIAL SURVEYS
1000548,BATHYMETRIC CHARTS
1000081,AERIAL PHOTOGRAPHY
1003897,MAP PRINTING
1006490,THEMATIC MAPPING
1002542,FRESHWATER
1005857,SHARED WATER RESOURCES
1006963,WATER SUPPLY
1002769,GROUNDWATER
1006944,WATER CONSUMPTION
1006939,WATER
1001590,DESALINATION
1005507,RESERVOIRS
1005579,RIVER BASIN DEVELOPMENT
1006229,STREAM MEASUREMENTS
1005368,RAINWATER
1001756,DREDGING
1001762,DRINKING WATER
1006959,WATER RIGHTS
1005682,SALINE WATERS
1005581,RIVERS
1006957,WATER RESOURCES DEVELOPMENT
1002393,FLOODPLAIN MANAGEMENT
1005624,RUNOFF
1003574,LAKE BASIN DEVELOPMENT
1006953,WATER PRICES
1006964,WATER SUPPLY ENGINEERING
1006954,WATER QUALITY
1006949,WATER POLICY
1003334,INTERNATIONAL RIVERS
1003576,LAKES
1006950,WATER POLLUTANTS
1006990,WELLS
1006943,WATER CONSERVATION
1006960,WATER SAMPLING
1003315,INTERNATIONAL LAKES
1003010,HYDRAULIC STRUCTURES
1006961,WATER STATISTICS
1006948,WATER MANAGEMENT
1006955,WATER QUALITY MANAGEMENT
1006962,WATER STORAGE
1002155,EUTROPHICATION
1006966,WATER TREATMENT
1006956,WATER RESOURCES
1006307,SURFACE WATERS
1006951,WATER POLLUTION
1006989,WELL DRILLING
1003343,INTERNATIONAL WATERCOURSES
1001488,DAMS
1001591,DESALINATION PLANTS
1006965,WATER TRANSFER
1006148,SPRINGS
1000354,AQUIFERS
1000299,ANIMAL NUTRITION
1000296,ANIMAL GENETICS
1000298,ANIMAL HUSBANDRY
1005063,POULTRY
1000295,ANIMAL FEED INDUSTRY
1002914,HONEY
1002697,GOAT MEAT
1003781,LIVESTOCK INDUSTRY
1005451,REINDEER
1004000,MEAT
1001485,DAIRYING
1001755,DRAUGHT ANIMALS
1000909,CHEESE
1005305,RABBIT MEAT
1002607,GELATIN
1000557,BEEF
1000294,ANIMAL FEED
1002921,HORSES
1006867,VETERINARY MEDICINE
1005306,RABBITS
1002449,FOOT AND MOUTH DISEASE
1000337,APICULTURE
1000760,BUTTER
1000302,ANIMAL RIGHTS
1001483,DAIRY PRODUCTS
1001929,EGGS
1000690,BREEDING STOCK
1000297,ANIMAL HEALTH
1002920,HORSEMEAT
1005858,SHEEP
1006852,VEAL
1004153,MILK
1000300,ANIMAL PRODUCTS
1000783,CAMELS
1001481,DAIRY FARMS
1005897,SILAGE
1002748,GRAZING
1000860,CATTLE
1000291,ANIMAL DISEASES
1003579,LAMB AND MUTTON
1003784,LLAMAS
1000303,ANIMAL TRYPANOSOMIASIS
1005037,PORK
1004753,PASTURE AND FORAGE
1003780,LIVESTOCK
1006333,SWINE
1000861,CATTLE FEED
1005785,SECURITY ASSURANCES
1004451,NON-NUCLEAR-WEAPON STATES
1000319,ANTI-MISSILE MISSILES
1000443,ATTACKS ON AIRCRAFT
1004355,NAVAL ARMAMENTS
1001690,DISARMAMENT RESEARCH
1005351,RADIONUCLIDE STATIONS
1001180,COMPULSORY MILITARY SERVICE
1004137,MILITARY OCCUPATION
1005432,REGIONAL DISARMAMENT
1004144,MILITARY REFORM
1005937,SMALL ARMS
1003608,LANDMINES
1000382,ARMED FORCES
1001096,COMMAND AND CONTROL SYSTEMS
1004150,MILITARY STRATEGY
1006223,STRATEGIC NUCLEAR WEAPONS SYSTEMS
1004130,MILITARY EXPLOSIVES
1004509,NUCLEAR SAFEGUARDS
1003974,MATERIAL REMNANTS OF WAR
1001225,CONFLICT DIAMONDS
1006972,WEAPONS DESTRUCTION
1000197,AIR POWER
1001689,DISARMAMENT NEGOTIATIONS
1006920,WAR
1001290,CONVENTIONAL WEAPONS
1001687,DISARMAMENT AGREEMENTS
1000383,ARMED INCIDENTS
1000910,CHEMICAL-WEAPON-FREE ZONES
1000920,CHEMICAL WEAPONS USE
1004360,NAVIES
1004138,MILITARY OFFENCES
1003013,HYDROACOUSTIC STATIONS
1007039,WOMEN IN ARMED CONFLICTS
1006976,WEAPONS TRACING
1004122,MILITARY BASES
1004296,MX MISSILES
1003080,INCENDIARY WEAPONS
1002315,FIGHTER PLANES
1000189,AIR BASES
1004514,NUCLEAR SUBMARINES
1000393,ARMS RACE
1004158,MINE CLEARANCE
1006706,TROOP WITHDRAWAL
1000394,ARMS TRANSFERS
1002511,FRAGMENTATION WEAPONS
1004521,NUCLEAR WEAPONS USE
1004125,MILITARY DEFENCES
1003211,INFRASOUND MONITORING
1004428,NOBLE GAS MONITORING
1004136,MILITARY MISSIONS
1003212,INFRASOUND STATIONS
1001000,CIVIL DEFENCE
1004500,NUCLEAR NON-PROLIFERATION
1004127,MILITARY DISCIPLINE
1005374,RAPID DEPLOYMENT FORCES
1005797,SEISMIC MONITORING
1003268,INTERMEDIATE RANGE NUCLEAR FORCES
1000332,ANTISATELLITE SYSTEMS
1003208,INFORMATION WARFARE
1004139,MILITARY PENSIONS
1000333,ANTISUBMARINE WARFARE
1004442,NON-FIRST-USE POLICY
1004620,ON-SITE INSPECTION
1000392,ARMS LIMITATION
1001548,DEFOLIANTS
1000267,AMMUNITION
1000381,ARMED CONFLICTS
1004425,NO-FLY ZONES
1005349,RADIOLOGICAL WEAPONS
1000913,CHEMICAL AND BIOLOGICAL WARFARE
1000618,BIOLOGICAL WEAPONS USE
1005938,SMALL CALIBRE WEAPON SYSTEMS
1000611,BIOLOGICAL AGENTS
1001001,CIVIL DEFENCE FORCES
1004121,MILITARY AVIATION
1004357,NAVAL HISTORY
1005234,PSYCHOLOGICAL WARFARE
1004490,NUCLEAR FORCES
1002273,FEDAYEEN
1001289,CONVENTIONAL DISARMAMENT
1006256,SUBMARINE WARFARE
1000655,BOMBERS
1004117,MILITARY ACTIVITY
1000666,BORDER INCIDENTS
1001676,DIRECTED ENERGY WEAPONS
1004385,NEUTRON BOMB
1004145,MILITARY RELATIONS
1004517,NUCLEAR WAR
1007050,WOMEN SOLDIERS
1002089,ENVIRONMENTAL WARFARE
1002387,FLEET BALLISTIC MISSILE SYSTEMS
1004522,NUCLEAR WINTER
1001767,DRONE AIRCRAFT
1001363,COURTS MARTIAL
1006866,VETERANS
1004519,NUCLEAR WEAPON TESTS
1006106,SPACE WARFARE
1000079,AERIAL BOMBINGS
1002786,GUERRILLA WARFARE
1004295,MUTUAL ASSURED DESTRUCTION
1004456,NON-SEISMIC MONITORING
1006254,SUBMARINE MINES
1004356,NAVAL BASES
1004151,MILITARY SURVEILLANCE
1005798,SEISMIC STATIONS
1004491,NUCLEAR FREEZE
1000946,CHILD SOLDIERS
1002354,FIREARMS
1004447,NON-LETHAL WEAPONS
1004135,MILITARY MAPS
1001608,DETERRENCE
1004484,NUCLEAR ARMS RACE
1003012,HYDROACOUSTIC MONITORING
1003020,HYDROGEN BOMB
1003807,LOW-INTENSITY CONFLICTS
1004146,MILITARY RESEARCH
1004141,MILITARY POLICY
1006971,WEAPONS DEPLOYMENT
1006782,UNILATERAL DISARMAMENT
1006107,SPACE WEAPONS
1001685,DISARMAMENT
1006222,STRATEGIC MATERIALS
1006354,TACTICAL NUCLEAR WEAPONS
1006120,SPECIAL FORCES
1004118,MILITARY APPLICATIONS
1000504,BALLISTIC MISSILE EARLY WARNING SYSTEM
1004152,MILITARY TECHNOLOGY
1000212,AIRCRAFT CARRIERS
1004126,MILITARY DEMOBILIZATION
1004128,MILITARY EDUCATION
1000505,BALLISTIC MISSILES
1001543,DEFENCE CONTRACTS
1004148,MILITARY SERVICE
1004452,NON-OFFENSIVE DEFENCE
1000389,ARMOURED VEHICLES
1004133,MILITARY HISTORY
1000956,CHILDREN IN ARMED CONFLICTS
1005707,SATELLITE MONITORING
1000191,AIR FORCES
1003630,LASER WEAPONS
1004520,NUCLEAR WEAPONS
1007133,ZONES OF PEACE
1004728,PARAMILITARY FORCES
1004120,MILITARY ASSISTANCE
1000380,ARMAMENTS
1006211,STOCKPILE MANAGEMENT
1004142,MILITARY PSYCHOLOGY
1004485,NUCLEAR DISARMAMENT
1001593,DESERTERS
1004046,MERCENARIES
1004294,MUTUAL AND BALANCED FORCE REDUCTIONS
1002468,FOREIGN MILITARY BASES
1004147,MILITARY SCIENCE
1004328,NATIONAL SECURITY
1003048,ILLICIT ARMS TRAFFICKING
1006645,TRANSPARENCY IN ARMAMENTS
1000893,CERTIFICATION (DISARMAMENT)
1006975,WEAPONS SYSTEMS
1006973,WEAPONS OF MASS DESTRUCTION
1004518,NUCLEAR WEAPON STATES
1003254,INTERCONTINENTAL BALLISTIC MISSILES
1000387,ARMIES
1006932,WARSHIPS
1000190,AIR DEFENCES
1004131,MILITARY GEOGRAPHY
1002788,GUIDED MISSILES
1004481,NUCLEAR-WEAPON-FREE ZONES
1000617,BIOLOGICAL WEAPONS
1004359,NAVAL WARFARE
1004278,MULTIPLE INDEPENDENTLY TARGETED REENTRY VEHICLES
1004310,NAPALM WEAPONS
1004358,NAVAL SCIENCE
1000654,BOMB SHELTERS
1001039,CLUSTER MUNITIONS
1005427,REGIONAL CONFLICTS
1000208,AIR WARFARE
1006974,WEAPONS SURRENDER
1004119,MILITARY ASPECTS
1001221,CONFIDENCE-BUILDING MEASURES
1004143,MILITARY RECONNAISSANCE
1002787,GUERRILLAS
1005350,RADIOLOGICAL WEAPONS USE
1000404,ARTILLERY
1004124,MILITARY COURTS
1005759,SEA POWER
1006865,VERIFICATION
1000919,CHEMICAL WEAPONS
1003164,INDUSTRIAL RESEARCH
1003170,INDUSTRIAL STATISTICS
1006931,WARRANTY
1006215,STORAGE STRUCTURES
1003157,INDUSTRIAL PRODUCTIVITY CENTRES
1003138,INDUSTRIAL EQUIPMENT LEASES
1003143,INDUSTRIAL FORECASTS
1003119,INDUSTRIAL APPLICATIONS
1003129,INDUSTRIAL COOPERATION
1006985,WEIGHTS AND MEASURES
1002053,ENTERPRISE DEVELOPMENT
1003554,LABOUR COSTS
1001175,COMPREHENSIBILITY TESTING
1001105,COMMERCIAL LEASES
1003339,INTERNATIONAL SUBCONTRACTING
1005148,PRODUCTION COSTS
1005290,QUALITY CONTROL
1001229,CONFORMITY CERTIFICATION
1005144,PRODUCT SAFETY
1004003,MECHANIZATION
1002106,EQUIPMENT AND SUPPLIES
1003144,INDUSTRIAL INFORMATION
1003124,INDUSTRIAL CAPACITY
1003127,INDUSTRIAL CONSULTING
1006422,TECHNICAL TRAINING
1003142,INDUSTRIAL FINANCING
1006929,WAREHOUSES
1005143,PRODUCT QUALITY
1003118,INDUSTRIAL ADMINISTRATION
1003149,INDUSTRIAL MARKETING
1003167,INDUSTRIAL SAFETY
1003171,INDUSTRIAL SUBCONTRACTING
1003131,INDUSTRIAL COSTS
1003840,MAINTENANCE AND REPAIR
1003165,INDUSTRIAL RESEARCH INSTITUTES
1006421,TECHNICAL SOCIETIES
1003125,INDUSTRIAL CENSUSES
1004274,MULTINATIONAL INDUSTRIAL PROJECTS
1003140,INDUSTRIAL ESTATES
1003133,INDUSTRIAL DEVELOPMENT
1003169,INDUSTRIAL SERVICES
1005222,PROTOTYPES
1000348,APPROVAL MARKS
1003130,INDUSTRIAL COOPERATIVES
1001182,COMPUTER AIDED DESIGN
1003172,INDUSTRIAL SURVEYS
1003128,INDUSTRIAL CONVERSION
1005145,PRODUCT TESTING
1003161,INDUSTRIAL PROMOTION
1003139,INDUSTRIAL ESPIONAGE
1005140,PRODUCT DEVELOPMENT
1006167,STANDARDIZATION
1005594,ROBOTICS
1003141,INDUSTRIAL EXTENSION
1005152,PRODUCTION PLANNING
1003132,INDUSTRIAL DESIGN
1006169,STANDARDS
1006312,SURPLUS PROPERTY
1005470,RELOCATION OF INDUSTRY
1002513,FRANCHISES
1007007,WHOLESALE TRADE
1006593,TRADE MARK LICENCES
1006296,SUPERMARKETS
1000540,BARTER
1005676,SALES
1001171,COMPETITIVENESS
1000638,BLACK MARKET
1006609,TRADEMARKS
1006775,UNFAIR COMPETITION
1000684,BRAND NAMES
1005679,SALES PROMOTION
1003955,MARKETS
1004691,PACKAGING
1005100,PRICE DISCRIMINATION
1003545,LABELLING
1001675,DIRECT MARKETING
1005103,PRICES
1001743,DOMESTIC TRADE
1005098,PRICE AND QUANTITY STATISTICS
1005528,RETAIL TRADE
1007006,WHOLESALE PRICES
1003950,MARKET RESEARCH
1003953,MARKETING
1001716,DISTRIBUTIVE AND SERVICE TRADE STATISTICS
1005220,PROTESTANTISM
1005048,POSITIVISM
1001891,ECUMENICAL MOVEMENT
1000858,CATHOLICISM
1004717,PAPACY
1005465,RELIGIOUS INSTITUTIONS
1001209,CONCORDATS
1000706,BUDDHISM
1004061,METAPHYSICS
1003801,LOGIC
1002128,ETHICS
1002991,HUMANISM
1002567,FUNDAMENTALISM
1004718,PAPAL ENCYCLICALS
1005219,PROTESTANT CHURCHES
1007025,WITCHCRAFT
1004877,PHILOSOPHICAL SCHOOLS
1000857,CATHOLIC CHURCH
1003427,ISLAMIC ETHICS
1003424,ISLAMIC COUNTRIES
1003578,LAMAS
1004729,PARAPSYCHOLOGY
1003460,JIHAD
1000988,CHURCH FINANCE
1002887,HINDUISM
1004667,ORTHODOX EASTERN CHURCH
1005461,RELIGIOUS CONVERSION
1005376,RATIONALISM
1006500,THINKING
1000489,BAHAISM
1005468,RELIGIOUS SYMBOLS
