id,en,ar,es,fr,ru,zh
040202,CROPS,محاصيل,CULTIVOS,CULTURES,СЕЛЬСКОХОЗЯЙСТВЕННЫЕ КУЛЬТУРЫ,作物
040101,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,إقتصاد زراعي وسياسة زراعية ; علم الإجتماع الريفي,ECONOMIA Y POLITICA AGRARIAS; SOCIOLOGIA RURAL,AGROECONOMIE ET POLITIQUE AGRICOLE; SOCIOLOGIE RURALE,АГРАРНЫЕ ЭКОНОМИКА И ПОЛИТИКА; СЕЛЬСКАЯ СОЦИОЛОГИЯ,农业经济和政策；农村社会学
040600,PEST MANAGEMENT,إدارة مكافحة الآفات,CONTROL DE PLAGAS,LUTTE ANTI-PARASITES,БОРЬБА С ВРЕДИТЕЛЯМИ,虫害防治
040201,CROP MANAGEMENT,إدارة المحاصيل,GESTION DE CULTIVOS,GESTION DES CULTURES,УПРАВЛЕНИЕ ЗЕМЛЕДЕЛИЕМ,作物管理
040102,"AGRICULTURAL SCIENCES, ENGINEERING AND EDUCATION",علوم زراعية وهندسة وتعليم,"CIENCAS AGRARIAS, INGENIERIA Y ENSEÑANZA AGRICOLAS","SCIENCES AGRONOMIQUES, ENSEIGNEMENT ET GENIE AGRICOLES","СЕЛЬСКОХОЗЯЙСТВЕННЫЕ НАУКИ, ТЕХНИКА И ОБРАЗОВАНИЕ",农业科学，工程和教育
040400,FISHERIES,مصائد الأسماك,PESCA,PECHE,РЫБНЫЙ ПРОМЫСЕЛ,渔业
040500,FORESTRY,علم الغابات,CIENCIAS FORESTALES,SYLVICULTURE,ЛЕСНОЕ ХОЗЯЙСТВО,林业
080200,FAMILY PLANNING,تنظيم الأسرة,PLANIFICACION FAMILIAR,PLANIFICATION DE LA FAMILLE,ПЛАНИРОВАНИЕ СЕМЬИ,计划生育
080301,SPECIAL GROUPS,جماعات خاصة,GRUPOS ESPECIALES,GROUPES SPECIAUX,ОСОБЫЕ ГРУППЫ,特殊群体
080100,POPULATION DYNAMICS,ديناميكية السكان,DINAMICA DE LA POBLACION,DYNAMIQUE DE LA POPULATION,ДИНАМИКА НАСЕЛЕНИЯ,人口动态
080302,NATIONAL GROUPS,جماعات وطنية,GRUPOS NACIONALES,GROUPES NATIONAUX,НАЦИОНАЛЬНЫЕ ГРУППЫ,国家团体
1000347,APPROPRIATIONS,الاعتمادات,CONSIGNACIONES,OUVERTURES DE CREDIT,Ассигнования,拨款
1006722,TRUST FUNDS,الصناديق الإستئمانية,FONDOS FIDUCIARIOS,FONDS D'AFFECTATION SPECIALE,Целевые фонды,信托基金
1000711,BUDGET PERFORMANCE,أداء الميزانية,EJECUCION PRESUPUESTARIA,EXECUTION DU BUDGET,Исполнение бюджета,预算执行情况
1001287,CONTRIBUTIONS-IN-KIND,المساهمات العينية,AYUDA EN ESPECIE,CONTRIBUTIONS EN NATURE,Взносы натурой,实物捐助
1006301,SUPPORT ACCOUNTS,حسابات الدعم,CUENTAS DE APOYO,COMPTES D'APPUI,Вспомогательные счета,支助账户
1000709,BUDGET CONTRIBUTIONS,مساهمات الميزانية,CONTRIBUCIONES PRESUPUESTARIAS,CONTRIBUTIONS BUDGETAIRES,Бюджетные взносы,预算缴款
1000708,BUDGET,الميزانية,PRESUPUESTO,BUDGET,Бюджет,预算
1002219,EXTRABUDGETARY FINANCING,التمويل من موارد خارجة عن الميزانية,FINANCIACION EXTRAPRESUPUESTARIA,FINANCEMENT EXTRABUDGETAIRE,Внебюджетное финансирование,预算外筹资
1000349,APPROVING OFFICERS,موظفو إقرار,OFICIALES APROBADORES,AGENTS ORDONNATEURS,Утверждающие сотрудники,核签人
1006117,SPECIAL ACCOUNTS,الحسابات الخاصة,CUENTAS ESPECIALES,COMPTES SPECIAUX,Специальные счета,特别帐户
1002337,FINANCIAL REGULATIONS,بنود الميزانية,REGLAMENTO FINANCIERO,REGLEMENTS FINANCIERS,Финансовые положения,财务条例
1001275,CONTINGENCY FUNDS,صندوق الطوارئ,FONDOS PARA IMPREVISTOS,FONDS DE RESERVE,Резервные фонды,应急基金
1002331,FINANCIAL IMPLICATIONS,الآثار المالية,CONSECUENCIAS FINANCIERAS,INCIDENCES FINANCIERES,Финансовые последствия,所涉经费问题
1002568,FUNDS,الصناديق المالية,FONDOS,FONDS,Фонды,资金
1005450,REIMBURSEMENT,المبالغ المستردة,REEMBOLSO,REMBOURSEMENT,Возмещение расходов,偿还
1002343,FINANCING,التمويل,FINANCIACION,FINANCEMENT,Финансирование,筹措资金
1001456,CUSTODY OF FUNDS,حراسة الأموال,CUSTODIA DE FONDOS,GARDE DE FONDS,Хранение денежных средств,基金保管
1006303,SUPPORT COSTS,تكاليف الدعم,GASTOS DE APOYO,DEPENSES D'APPUI,Накладные расходы,支助费用
1003088,INCOME SOURCES,مصادر الدخل,FUENTES DE INGRESOS,SOURCES DE REVENU,Источники дохода,收入来源
1002566,FUNDRAISING,جمع الأموال,RECAUDACION DE FONDOS,APPELS DE FONDS,Сбор средств,筹款
1000032,ACCOUNTS,الحسابات,CUENTAS,COMPTES,Счета,账目
1004949,PLEDGING CONFERENCES,مؤتمرات التبرعات,CONFERENCIAS SOBRE PROMESAS DE CONTRIBUCIONES,CONFERENCES POUR LES ANNONCES DE CONTRIBUTIONS,Конференции по объявлению взносов,认捐会议
1000895,CERTIFYING OFFICERS,موظفو التصديق,OFICIALES CERTIFICADORES,AGENTS CERTIFICATEURS,Удостоверяющие сотрудники,核证人
1000192,AIR MAIL SERVICES,خدمات البريد الجوي,SERVICIOS AEROPOSTALES,SERVICES AEROPOSTAUX,Авиапочта,航空邮递服务
1004589,OFFICIAL MAIL,البريد الرسمي,CORREO OFICIAL,COURRIER OFFICIEL,Служебная почта,正式邮件
1002515,FRANKING PRIVILEGES,امتيازات الإعفاءات البريدية,PRIVILEGIOS DE FRANQUEO,DISPENSES D'AFFRANCHISSEMENT,Право франкирования,邮资特权
1003838,MAIL,البريد,CORREO,COURRIER,Почтовые отправления,邮件
1005055,POSTAL CONVENTIONS,الاتفاقيات البريدية,CONVENCIONES POSTALES,CONVENTIONS POSTALES,Почтовые конвенции,邮政公约
1005056,POSTAL SERVICES,الخدمات البريدية,SERVICIOS POSTALES,SERVICES POSTAUX,Почта,邮政服务
1005054,POSTAL CODES,الرقم البريدي,CODIGOS POSTALES,CODES POSTAUX,Почтовые индексы,邮政编码
1005053,POSTAGE STAMPS,الطوابع البريدية,SELLOS DE CORREO,TIMBRES-POSTE,Почтовые марки,邮票
1000078,AEGEAN SEA,بحر إيجه,MAR EGEO,MER EGEE,Эгейское море,爱琴海
1000640,BLACK SEA,البحر الأسود,MAR NEGRO,MER NOIRE,Черное море,黑海
1000835,CARIBBEAN SEA,البحر الكاريبي,MAR CARIBE,MER DES CARAIBES,Карибское море,加勒比海
1004816,PERSIAN GULF,الخليج الفارسي,GOLFO PERSICO,GOLFE PERSIQUE,Персидский залив,波斯湾
1006066,SOUTH ATLANTIC OCEAN,المحيط الأطلسي الجنوبي,OCEANO ATLANTICO SUR,OCEAN ATLANTIQUE SUD,Южная часть Атлантического океана,南大西洋
1004027,MEDITERRANEAN SEA,البحر الأبيض المتوسط,MAR MEDITERRANEO,MER MEDITERRANEE,Средиземное море,地中海
1005397,RED SEA,البحر الأحمر,MAR ROJO,MER ROUGE,Красное море,红海
1000437,ATLANTIC OCEAN,المحيط الأطلسي,OCEANO ATLANTICO,OCEAN ATLANTIQUE,Атлантический океан,大西洋
1002797,GULF OF ADEN,خليج عدن,GOLFO DE ADEN,GOLFE D'ADEN,Аденский залив,亚丁湾
1000507,BALTIC SEA,بحر البلطيق,MAR BALTICO,MER BALTIQUE,Балтийское море,波罗的海
1003099,INDIAN OCEAN,المحيط الهندي,OCEANO INDICO,OCEAN INDIEN,Индийский океан,印度洋
1004470,NORTH PACIFIC OCEAN,شمال المحيط الهادئ,OCEANO PACIFICO NORTE,OCEAN PACIFIQUE NORD,Северная часть Тихого океана,北太平洋
1000357,ARABIAN SEA,بحر العرب,MAR ARABIGO,MER D'ARABIE,Аравийское море,阿拉伯海
1004471,NORTH SEA,بحر الشمال,MAR DEL NORTE,MER DU NORD,Северное море,北海
1004689,PACIFIC OCEAN,المحيط الهادئ,OCEANO PACIFICO,OCEAN PACIFIQUE,Тихий океан,太平洋
1001823,EAST CHINA SEA,بحر الصين الشرقي,MAR ORIENTAL DE LA CHINA,MER DE CHINE ORIENTALE,Восточно-Китайское море,东中国海
1006069,SOUTH PACIFIC OCEAN,المحيط الهادئ الجنوبي,OCEANO PACIFICO SUR,OCEAN PACIFIQUE SUD,Южная часть Тихого океана,南太平洋
1006068,SOUTH CHINA SEA,بحر الصين الجنوبي,MAR MERIDIONAL DE LA CHINA,MER DE CHINE DU SUD,Южно-Китайское море,南海(中国
1004469,NORTH ATLANTIC OCEAN,المحيط الأطلسي الشمالي,OCEANO ATLANTICO NORTE,OCEAN ATLANTIQUE NORD,Северная часть Атлантического океана,北大西洋
1000070,ADRIATIC SEA,البحر الأدرياتيكي,MAR ADRIATICO,MER ADRIATIQUE,Адриатическое море,亚得里亚海
1000374,ARCTIC OCEAN,المحيط المتجمد الشمالي,OCEANO ARTICO,OCEAN ARCTIQUE,Северный Ледовитый океан,北冰洋
1004249,MOTOR VEHICLE CONTROLS AND DISPLAYS,معدات التحكم والعدادات في السيارات (أو المركبات),CONTROLES Y PRESENTACIONES DE VEHICULOS AUTOMOTORES,DISPOSITIFS DE COMMANDE ET DE CONTROLE DES VEHICULES A MOTEUR,Контрольно-измерительные приборы и панели автотранспортных средств,机动车辆控制与显示
1007004,WHEELS,العجلات,RUEDAS,ROUES,Колеса,车轮
1001951,ELECTRIC VEHICLES,المركبات الكهربائية,VEHICULOS ELECTRICOS,VEHICULES ELECTRIQUES,Электромобили,电动车辆
1006826,URBAN TRAFFIC,حركة المرور الحضرية,TRAFICO URBANO,CIRCULATION URBAINE,Городское дорожное движение,城市交通
1005357,RAILWAY GAUGES,مقاييس السكك الحديدية,ANCHO DE VIA FERROVIARIA,ECARTEMENT DES LIGNES FERROVIAIRES,Железнодорожные колеи,铁路轨道宽度
1006621,TRAFFIC VIOLATIONS,مخالفات المرور,INFRACCIONES DE TRAFICO,INFRACTIONS AU CODE DE LA ROUTE,Нарушения правил дорожного движения,交通违章
1000026,ACCIDENT VICTIMS,ضحايا الحوادث,VICTIMAS DE ACCIDENTES,VICTIMES D'ACCIDENTS,Потерпевшие от несчастных случаев,事故遇难者
1003797,LOCOMOTIVES,القاطرات,LOCOMOTORAS,LOCOMOTIVES,Локомотивы,机车
1004260,MOTOR VEHICLES,المركبات الآلية,VEHICULOS AUTOMOTORES,VEHICULES A MOTEUR,Автотранспортные средства,机动车辆
1001766,DRIVING PERMITS,شهادة (أو رخصة) قيادة سيارة,LICENCIAS DE CONDUCTOR,PERMIS DE CONDUIRE,Водительские удостоверения,驾驶许可证
1000551,BATTERY VEHICLES,مركبات تعمل بالبطارية,VEHICULOS DE BATERIA,VEHICULES-BATTERIES,Транспортные средства — батареи,电瓶车
1002854,HEAVY DUTY VEHICLES,المركبات الثقيلة,VEHICULOS PARA CARGA PESADA,VEHICULES LOURDS,Автомобили большой грузоподъемности,重型车辆
1000784,CAMERA-MONITORS,المراقبة بواسطة الكاميرات,CAMARAS DE MONITOREO,SYSTEME A CAMERAS ET MONITEURS,Видеокамеры/видеомониторы,摄像监视器
1005363,RAILWAY TRANSPORT,النقل بالسكك الحديدية,TRANSPORTE FERROVIARIO,TRANSPORT FERROVIAIRE,Железнодорожный транспорт,铁路运输
1005590,ROAD TRANSPORT,النقل بالطرق البرية,TRANSPORTE POR CARRETERA,TRANSPORT ROUTIER,Дорожный транспорт,公路运输
1005289,QUADRICYCLES,مركبة ذات أربع عجلات,CUADRICICLOS,QUADRICYCLES,Квадрициклы,四轮车
1006618,TRAFFIC REGULATIONS,أنظمة المرور,REGLAMENTACION DE LA CIRCULACION,REGLEMENTATION DE LA CIRCULATION,Правила движения,交通条例
1004231,MOPEDS,الدراجات ذات المحركات,CICLOMOTORES,CYCLOMOTEURS,Мопеды,机动自行车
1005364,RAILWAY TRANSPORT FACILITATION,تسهيلات النقل بالسكك الحديدية,FACILITACION DEL TRANSPORTE FERROVIARIO,FACILITATION DU TRANSPORT FERROVIAIRE,Упрощение железнодорожных перевозок,简化铁路运输手续
1005592,ROADS,الطرق,CARRETERAS,ROUTES,Дороги,道路
1005586,ROAD NETWORKS,شبكات الطرق,REDES VIALES,RESEAUX ROUTIERS,Дорожные сети,公路网
1006365,TANK VEHICLES,المركبات الصهريجية,VEHICULOS CISTERNAS,VEHICULES-CITERNES,Автоцистерны,液罐车辆
1006353,TACHOGRAPHS,أجهزة تسجيل السرعة,TACOGRAFOS,TACHYGRAPHES,Тахографы,速度里程计
1006135,SPEED CONTROL BUMPS,حواجز تخفيف السرعة,TOPES,RALENTISSEURS,Искусственные неровности для ограничения скорости,限速坎
1005588,ROAD SIGNS AND SIGNALS,إشارات الطرق,SIMBOLOS Y SEÑALES EN LAS CARRETERAS,SIGNALISATION ROUTIERE,Дорожные знаки и сигналы,路标和信号
1001647,DIESEL LOCOMOTIVES,قاطرات الديزل,LOCOMOTORAS DIESEL,LOCOMOTIVES DIESEL,Тепловозы,内燃机车
1006136,SPEED LIMITATION,الحد من السرعة,LIMITE DE VELOCIDAD,LIMITATION DE LA VITESSE,Ограничение скорости,限速
1002878,HIGH-SPEED TRAINS,القطارات عالية السرعة,TRENES DE ALTA VELOCIDAD,TRAINS A GRANDE VITESSE,Скоростные поезда,高速火车
1005361,RAILWAY SIDINGS,خط تحويل جانبي للسكك الحديدية,VIAS DE SERVICIO PARTICULARES,EMBRANCHEMENTS PARTICULIERS,Железнодорожные ветки,铁路支线
1005659,SAFETY DEVICES,أجهزة السلامة,DISPOSITIVOS DE SEGURIDAD,DISPOSITIFS DE SECURITE,Защитные устройства,安全装置
1004909,PIGGYBACK TRANSPORT,النقل على مقطورات مسطحة,SISTEMA CANGURO,FERROUTAGE,Смешанные автомобильно-железнодорожные перевозки,背负式运输
1005920,SKATES AND SKATEBOARDS,المزالج العجلية واللوحات الزلاجة,PATINES Y PATINETAS,PATINS ET PLANCHES A ROULETTES,Коньки и скейтборды,溜冰和溜冰板
1006528,TIRES,الإطارات,NEUMATICOS,PNEUMATIQUES,Шины,轮胎
1003218,INLAND TRANSPORT,النقل الداخلي,TRANSPORTE INTERIOR,TRANSPORT INTERIEUR,Перевозки по внутренним путям,内陆运输
1005602,ROLLING STOCK,وسائط نقل متحركة,MATERIAL RODANTE,MATERIEL ROULANT,Подвижной состав,运输车辆
1001763,DRIVER TRAINING,تدريب السائقين,FORMACION DE CONDUCTORES,FORMATION DES CONDUCTEURS,Обучение водительскому делу,驾驶员训练
1006719,TRUCKS,الشاحنات,CAMIONES,CAMIONS,Грузовые автомобили,卡车
1004337,NATURAL GAS VEHICLES,المركبات التي تعمل بالغاز الطبيعي,VEHICULOS A GAS NATURAL,VEHICULES AU GAZ NATUREL,Газомоторные транспортные средства,天然气汽车
1000469,AUTOMOBILES,السيارات,AUTOMOVILES,AUTOMOBILES,Легковые автомобили,汽车
1000944,CHILD RESTRAINT SYSTEMS,معدات تحزيم الأطفال,SISTEMAS DE SUJECION PARA NIÑOS,DISPOSITIFS DE RETENUE POUR ENFANTS,Фиксаторы детских сидений,儿童安全座位
1006615,TRAFFIC ACCIDENTS,حوادث المرور,ACCIDENTES DE TRAFICO,ACCIDENTS DE LA CIRCULATION,Дорожно-транспортные происшествия,交通事故
1005359,RAILWAY NETWORKS,شبكات السكك الحديدية,REDES FERROVIARIAS,RESEAUX FERROVIAIRES,Железнодорожные сети,铁路网
1004254,MOTOR VEHICLE INSPECTION,فحص المركبات الآلية,INSPECCION DE VEHICULOS AUTOMOTORES,VISITES TECHNIQUES DES VEHICULES A MOTEUR,Технический осмотр автотранспортных средств,机动车辆检查
1002534,FREIGHT TRAINS,قطارات نقل البضائع,TRENES DE MERCANCIAS,TRAINS DE MARCHANDISE,Грузовые поезда,货物列车
1006200,STEERING GEAR,جهاز التوجيه,MECANISMO DE DIRECCION,APPAREIL DE DIRECTION,Рулевой механизм,转向装置
1006620,TRAFFIC SURVEYS,مسح حركة المرور,ESTUDIOS SOBRE EL TRAFICO,ENQUETES SUR LA CIRCULATION,Учет дорожного движения,交通调查
1000591,BICYCLES,الدراجات الهوائية,BICICLETAS,BICYCLETTES,Велосипеды,自行车
1001945,ELECTRIC LOCOMOTIVES,القاطرات الكهربائية,LOCOMOTORAS ELECTRICAS,LOCOMOTIVES ELECTRIQUES,Электровозы,电力机车
1005583,ROAD MACHINERY,مكنات الطرق,MAQUINARIA DE CARRETERAS,MACHINES DE VOIRIE,Дорожные машины,道路机械
1005358,RAILWAY MANAGEMENT,إدارة السكك الحديدية,ADMINISTRACION DE FERROCARRILES,GESTION FERROVIAIRE,Железнодорожное хозяйство,铁路管理
1001152,COMMUTING,الذهاب والإياب,DESPLAZAMIENTOS RESIDENCIA-TRABAJO,MIGRATIONS ALTERNANTES,Маятниковая миграция,通勤
1002863,HELMETS,الخوذ,CASCOS,CASQUES,Каски,头盔
1000695,BRIDGE CONSTRUCTION,إنشاء الجسور,CONSTRUCCION DE PUENTES,CONSTRUCTION DE PONTS,Мостостроение,桥梁建筑
1005401,REFLECTORS,العاكسات الضوئية,REFLECTORES,REFLECTEURS,Отражатели,回应系统
1005362,RAILWAY TRAFFIC,السير بواسطة السكك الحديدية,TRAFICO FERROVIARIO,TRAFIC FERROVIAIRE,Железнодорожное движение,铁路交通
1004577,OFF-ROAD VEHICLES,مركبات صالحة للمناطق الوعرة,VEHICULOS TODO TERRENO,VEHICULES TOUS TERRAINS,Транспортные средства повышенной проходимости,越野车辆
1004763,PAVEMENTS,الأرصفة,PAVIMENTOS,CHAUSSEES,Дорожная одежда,人行道
1006930,WARNING DEVICES,أجهزة الإنذار,DISPOSITIVOS DE ALARMA,DISPOSITIFS D'ALARME,Сигнальные устройства,警报装置
1000468,AUTOMOBILE PARKING,مواقف السيارات,ESTACIONAMIENTO DE AUTOMOVILES,STATIONNEMENT D'AUTOMOBILES,Стоянка автомобилей,汽车停放
1006739,TUNNELS,الأنفاق,TUNELES,TUNNELS,Туннели,隧道
1003746,LIGHT DUTY VEHICLES,مركبات خفيفة,VEHICULOS PARA CARGA LIGERA,VEHICULES LEGERS,Автомобили малой грузоподъемности,轻型车辆
1006619,TRAFFIC SAFETY,سلامة المرور,SEGURIDAD VIAL,SECURITE ROUTIERE,Безопасность дорожного движения,交通安全
1004251,MOTOR VEHICLE EQUIPMENT,معدات المركبات الآلية,EQUIPO PARA VEHICULOS AUTOMOTORES,ACCESSOIRES POUR VEHICULES A MOTEUR,Автотранспортное оборудование,机动车辆装备
1001106,COMMERCIAL VEHICLES,المركبات التجارية,VEHICULOS COMERCIALES,VEHICULES COMMERCIAUX,Коммерческие транспортные средства,商业车辆
1005365,RAILWAY YARDS,ساحات السكك الحديدية,PATIOS DE ESTACIONES,GARES DE TRIAGE,Сортировочные станции,铁路站场
1007019,WINDSCREENS,زجاج السيارات الأمامي,PARABRISAS,PARE-BRISE,Ветровые стекла,挡风玻璃
1000682,BRAKES,المكابح,FRENOS,FREINS,Тормоза,刹车
1005268,PUBLIC TRANSPORT,النقل العام,TRANSPORTE PUBLICO,TRANSPORT PUBLIC,Общественный транспорт,公共运输
1002882,HIGHWAYS,الطرق الرئيسية,AUTOPISTAS,AUTOROUTES,Автомагистрали,高速公路
1004259,MOTOR VEHICLE STANDARDS,معايير السيارات (أو المركبات),NORMAS PARA VEHICULOS AUTOMOTORES,NORMES POUR VEHICULES A MOTEUR,Стандарты на автотранспортные средства,机动车辆标准
1005589,ROAD TRAFFIC,المرور على الطرق,TRAFICO POR CARRETERA,CIRCULATION ROUTIERE,Дорожное движение,公路交通
1004250,MOTOR VEHICLE EMISSIONS,انبعاثات محركات المركبات,EMISIONES DE VEHICULOS AUTOMOTORES,GAZ D'ECHAPPEMENT DES VEHICULES A MOTEUR,Выбросы автотранспортных средств,机动车辆废气排放
1004261,MOTORCYCLES,الدراجات النارية,MOTOCICLETAS,MOTOCYCLETTES,Мотоциклы,摩托车
1006617,TRAFFIC FLOW,تدفقات المرور,FLUJO DE TRAFICO,FLUX DE TRAFIC,Поток движения,交通流量
1005771,SEAT BELTS,أحزمة المقاعد,CINTURONES DE SEGURIDAD,CEINTURES DE SECURITE,Ремни безопасности,座椅安全带
1006648,TRANSPORT CORRIDORS,ممرات النقل,CORREDORES DE TRANSPORTE,COULOIRS DE TRANSPORT,Транспортные коридоры,运输走廊
1005355,RAILWAY ACCIDENTS,حوادث السكك الحديدية,ACCIDENTES FERROVIARIOS,ACCIDENTS FERROVIAIRES,Железнодорожные происшествия,铁路事故
1006623,TRAILERS,المقطورات,REMOLQUES,REMORQUES,Прицепы,拖车
1000696,BRIDGES,الجسور,PUENTES,PONTS,Мосты,桥梁
1001765,DRIVING,قيادة السيارات,CONDUCCION DE VEHICULOS,CONDUITE DE VEHICULES,Водительское дело,驾驶
1004256,MOTOR VEHICLE REGISTRATION,تسجيل المركبات الآلية,REGISTRO DE VEHICULOS AUTOMOTORES,IMMATRICULATION DES VEHICULES A MOTEUR,Регистрация автотранспортных средств,机动车辆注册
1006704,TROLLEY BUSES,حافلات الترولي,TROLEBUS,TROLLEYBUS,Троллейбусы,无轨电车
1000741,BUSES,الحافلات,AUTOBUSES,AUTOBUS,Автобусы,公共汽车
1002881,HIGHWAY ENGINEERING,هندسة الطرق الرئيسية,INGENIERIA DE CAMINOS,GENIE ROUTIER,Автодорожное дело,公路工程
1005585,ROAD MATERIALS,مواد الطرق,MATERIALES PARA CARRETERAS,MATERIAUX POUR ROUTES,Дорожные материалы,筑路材料
